iter	Logloss
414	0.617993194
415	0.6179751007
416	0.6179576396
417	0.6179267932
418	0.6179086459
419	0.6178927473
420	0.6178663687
421	0.6178534892
422	0.6178365944
423	0.6178211082
424	0.6177923646
425	0.6177725734
426	0.6177608164
427	0.6177374607
428	0.6177105786
429	0.6176936629
430	0.6176692219
431	0.6176499023
432	0.6176334992
433	0.6176122553
434	0.6175924803
435	0.6175737557
436	0.61755306
437	0.6175328365
438	0.6175134947
439	0.6174889474
440	0.6174677084
441	0.6174451539
442	0.6174256512
443	0.6174086283
444	0.6173892856
445	0.6173708601
446	0.6173553413
447	0.617331683
448	0.6173101961
449	0.6172808087
450	0.6172625035
451	0.6172414935
452	0.6172259686
453	0.6172083809
454	0.6171916906
455	0.6171669165
456	0.6171508812
457	0.6171340941
458	0.6171116662
459	0.6170916344
460	0.6170710526
461	0.6170461259
462	0.6170308165
463	0.616999785
464	0.6169723881
465	0.6169545392
466	0.6169386371
467	0.6169182441
468	0.6169004673
469	0.616878773
470	0.6168599106
471	0.6168488465
472	0.6168359071
473	0.6168148215
474	0.6168024981
475	0.616779703
476	0.6167595657
477	0.6167342622
478	0.6167197643
479	0.6167010944
480	0.616681038
481	0.6166670484
482	0.6166467556
483	0.6166221337
484	0.6165904015
485	0.6165652835
486	0.616547669
487	0.6165290441
488	0.6165114732
489	0.6164987112
490	0.6164812556
491	0.6164674714
492	0.6164501502
493	0.6164291506
494	0.6164076245
495	0.6163808413
496	0.616359717
497	0.6163419715
498	0.6163267648
499	0.6162950277
500	0.6162779256
501	0.6162656194
502	0.6162464726
503	0.6162233305
504	0.6162054413
505	0.6161867423
506	0.6161696333
507	0.6161484401
508	0.6161398538
509	0.616113243
510	0.6160980813
511	0.6160783932
512	0.6160577539
513	0.6160414412
514	0.6160169519
515	0.6159957049
516	0.6159756565
517	0.6159517852
518	0.6159343151
519	0.6159220725
520	0.6159000186
521	0.6158841503
522	0.6158636839
523	0.6158518121
524	0.6158372866
525	0.6158146583
526	0.6157970948
527	0.6157774396
528	0.6157557464
529	0.6157401072
530	0.6157245046
531	0.6157078809
532	0.6156935684
533	0.6156772858
534	0.6156610601
535	0.6156405752
536	0.6156193434
537	0.6156013233
538	0.6155862131
539	0.6155710462
540	0.6155589824
541	0.6155403286
542	0.6155179304
543	0.6155011799
544	0.615489728
545	0.6154736242
546	0.6154598933
547	0.6154428476
548	0.6154240146
549	0.6154057566
550	0.6153768325
551	0.6153592171
552	0.6153384184
553	0.6153209857
554	0.61530418
555	0.6152909247
556	0.6152712585
557	0.6152522629
558	0.6152303307
559	0.6152127653
560	0.6151995222
561	0.6151858122
562	0.6151659354
563	0.6151480235
564	0.6151345212
565	0.6151148704
566	0.6150916908
567	0.6150727522
568	0.6150501222
569	0.6150303672
570	0.6150167142
571	0.6150002154
572	0.6149800914
573	0.6149647694
574	0.6149570125
575	0.6149384784
576	0.6149218578
577	0.6149041448
578	0.6148899358
579	0.6148783515
580	0.6148576014
581	0.6148367944
582	0.614812784
583	0.6147890084
584	0.6147661617
585	0.6147419801
586	0.6147269894
587	0.6147114741
588	0.6146871841
589	0.6146649754
590	0.6146510755
591	0.6146366691
592	0.6146127073
593	0.6145954939
594	0.6145819736
595	0.6145685927
596	0.614553829
597	0.6145389401
598	0.6145272805
599	0.6145111679
600	0.6145002702
601	0.6144760123
602	0.6144582537
603	0.614441244
604	0.614435352
605	0.6144176146
606	0.6143997232
607	0.6143830618
608	0.614357673
609	0.6143455989
610	0.6143283994
611	0.6143103001
612	0.6142935041
613	0.6142846441
614	0.6142665943
615	0.6142497147
616	0.6142306725
617	0.614214895
618	0.6141982936
619	0.6141789417
620	0.614167155
621	0.61414479
622	0.6141340522
623	0.6141161426
624	0.6140964597
625	0.6140772988
626	0.6140622363
627	0.6140436389
628	0.6140276476
629	0.6140098552
630	0.6139893492
631	0.6139694206
632	0.6139496321
633	0.6139350212
634	0.6139216226
635	0.6139045279
636	0.6138871617
637	0.6138658204
638	0.6138462196
639	0.6138342946
640	0.613817099
641	0.6138010439
642	0.6137847782
643	0.6137638011
644	0.6137478413
645	0.6137331298
646	0.6137178068
647	0.6136997099
648	0.6136687802
649	0.6136511192
650	0.6136337961
651	0.6136180272
652	0.6135958639
653	0.6135792449
654	0.6135589459
655	0.6135427652
656	0.6135239687
657	0.6135031542
658	0.6134849199
659	0.613470722
660	0.6134593158
661	0.6134425745
662	0.6134249587
663	0.6134110028
664	0.6133947431
665	0.6133818507
666	0.6133658164
667	0.6133517941
668	0.613324892
669	0.6133088789
670	0.6132909817
671	0.6132683074
672	0.6132472868
673	0.6132371666
674	0.6132247796
675	0.6132047477
676	0.613182076
677	0.6131618753
678	0.6131498732
679	0.6131294801
680	0.6131265203
681	0.6131093467
682	0.6130877461
683	0.613070209
684	0.6130493583
685	0.6130222894
686	0.6130038436
687	0.6129833403
688	0.6129715431
689	0.6129533569
690	0.6129367342
691	0.6129226776
692	0.6129111496
693	0.6128949416
694	0.6128804382
695	0.6128672477
696	0.6128479228
697	0.6128335798
698	0.6128136475
699	0.6127973054
700	0.6127733555
701	0.6127648344
702	0.6127520842
703	0.6127366052
704	0.6127266804
705	0.612712316
706	0.6126953802
707	0.6126771607
708	0.612665422
709	0.6126481309
710	0.6126360561
711	0.6126100654
712	0.6125966091
713	0.6125738517
714	0.6125616773
715	0.6125470709
716	0.6125317063
717	0.6125180985
718	0.6125041062
719	0.6124821476
720	0.6124662041
721	0.6124486363
722	0.6124340711
723	0.6124110788
724	0.6123924972
725	0.6123754949
726	0.6123583996
727	0.6123427247
728	0.6123228878
729	0.6123032899
730	0.6122889729
731	0.6122714119
732	0.6122509876
733	0.6122358845
734	0.6122164924
735	0.6121997553
736	0.6121843501
737	0.6121576725
738	0.6121452323
739	0.6121241431
740	0.6120976239
741	0.6120857705
742	0.6120635418
743	0.6120513751
744	0.6120371672
745	0.6120258966
746	0.612013171
747	0.6120014725
748	0.6119829126
749	0.611967209
750	0.6119569619
751	0.6119485814
752	0.611940277
753	0.6119182483
754	0.6118970518
755	0.6118822492
756	0.6118661032
757	0.6118516923
758	0.6118399761
759	0.6118184069
760	0.611799647
761	0.6117891035
762	0.6117643618
763	0.6117518356
764	0.6117309517
765	0.6117149766
766	0.6116996642
767	0.6116868345
768	0.6116682249
769	0.6116534607
770	0.6116386888
771	0.61162186
772	0.611604474
773	0.6115964075
774	0.6115854418
775	0.6115737939
776	0.6115611356
777	0.6115475448
778	0.6115333676
779	0.611514709
780	0.6115042944
781	0.6114905413
782	0.6114751142
783	0.6114572372
784	0.6114443418
785	0.6114247918
786	0.6114144769
787	0.6114038951
788	0.6113918928
789	0.6113791994
790	0.6113586786
791	0.61134692
792	0.6113386354
793	0.6113222883
794	0.6113133081
795	0.6112958755
796	0.6112769521
797	0.6112557781
798	0.611246228
799	0.6112273349
800	0.6112168166
801	0.6112020154
802	0.6111917173
803	0.6111682542
804	0.6111584522
805	0.6111464
806	0.6111258438
807	0.6111099496
808	0.6110957561
809	0.6110832521
810	0.6110695224
811	0.6110543016
812	0.6110429813
813	0.611023741
814	0.6110096464
815	0.6109889793
816	0.610975604
817	0.6109582097
818	0.6109414005
819	0.610936563
820	0.6109190255
821	0.6109113801
822	0.6108948301
823	0.6108773365
824	0.6108598299
825	0.6108456738
826	0.6108306529
827	0.6108118252
828	0.6107969815
829	0.6107780803
830	0.6107598144
831	0.6107434296
832	0.6107222248
833	0.6107063875
834	0.6106981834
835	0.6106848686
836	0.610666826
837	0.6106498339
838	0.6106348515
839	0.6106230246
840	0.6106097141
841	0.6105971828
842	0.6105769109
843	0.6105628264
844	0.6105472531
845	0.6105286708
846	0.6105151718
847	0.6105023836
848	0.6104905138
849	0.6104741316
850	0.6104580301
851	0.6104502647
852	0.6104351978
853	0.6104228683
854	0.6104040912
855	0.610390484
856	0.6103773477
857	0.6103583265
858	0.61034307
859	0.6103285582
860	0.6103108886
861	0.6102978035
862	0.6102795042
863	0.6102643484
864	0.6102544219
865	0.6102400456
866	0.6102266948
867	0.6102118212
868	0.6101955958
869	0.6101859766
870	0.6101710965
871	0.610158246
872	0.61014039
873	0.6101244361
874	0.6101180479
875	0.6100980532
876	0.610090655
877	0.6100753807
878	0.610058117
879	0.6100391116
880	0.6100176409
881	0.6100018084
882	0.6099807252
883	0.6099666292
884	0.6099554301
885	0.6099408926
886	0.6099263629
887	0.6099118252
888	0.6098955478
889	0.609879407
890	0.6098602183
891	0.6098524983
892	0.6098445349
893	0.609834647
894	0.6098146727
895	0.6097983279
896	0.6097874919
897	0.6097653158
898	0.6097495634
899	0.6097319733
900	0.6097198674
901	0.6097015614
902	0.6096868338
903	0.6096730235
904	0.609660467
905	0.6096437223
906	0.6096276922
907	0.6096139858
908	0.6096032597
909	0.6095875723
910	0.6095773654
911	0.6095605147
912	0.6095422055
913	0.6095291289
914	0.6095109059
915	0.6094984123
916	0.6094847576
917	0.609467432
918	0.6094551686
919	0.6094468979
920	0.6094334597
921	0.6094261357
922	0.6094100504
923	0.6093948329
924	0.6093801118
925	0.609361811
926	0.6093544675
927	0.6093353001
928	0.6093244059
929	0.6093135804
930	0.6093010492
931	0.6092834386
932	0.6092633986
933	0.6092527767
934	0.6092388959
935	0.6092325613
936	0.6092139962
937	0.609193215
938	0.6091788166
939	0.6091671304
940	0.6091542482
941	0.6091412181
942	0.6091345012
943	0.6091250358
944	0.6091050981
945	0.6090861022
946	0.6090702373
947	0.6090561833
948	0.609046965
949	0.6090317702
950	0.6090221098
951	0.6090088537
952	0.6089942993
953	0.6089767694
954	0.6089700379
955	0.6089500833
956	0.6089367126
957	0.6089265979
958	0.6089112724
959	0.6088927602
960	0.608882744
961	0.6088625125
962	0.6088554158
963	0.6088410609
964	0.6088252151
965	0.6088100673
966	0.6087938476
967	0.6087828554
968	0.6087702214
969	0.6087531911
970	0.6087336241
971	0.60872096
972	0.6087127458
973	0.6087030504
974	0.6086864854
975	0.608672218
976	0.6086610308
977	0.608648795
978	0.6086328808
979	0.6086161905
980	0.6086017572
981	0.6085866458
982	0.6085731717
983	0.6085581033
984	0.6085457459
985	0.6085248531
986	0.608511233
987	0.6084979704
988	0.6084874618
989	0.6084817136
990	0.6084694577
991	0.6084570653
992	0.6084418178
993	0.6084237673
994	0.6084124543
995	0.6083898557
996	0.6083768522
997	0.6083585209
998	0.6083446815
999	0.6083279751
